han	han+Pcle
juvddálaččaid	juvddálaš+N+Err/Orth+Pl+Gen
juvddálaččaid	juvddálaš+A+Pl+Acc+Err/Orth
juvddálaččaid	juvddálaš+A+Pl+Acc
juvddálaččaid	juvddálaš+A+Pl+Gen+Err/Orth
juvddálaččaid	juvddálaš+A+Pl+Gen

justislávdegotti	justiisalávdegoddi+N+Sg+Acc
justislávdegotti	justiisalávdegoddi+N+Sg+Gen

jurssaheamis	jurssahit+V+TV+Actio+Loc






jurrá	jurrat+V+IV+Ind+Prs+Sg3

juristta	jurista+N+Sg+Acc
juristta	jurista+N+Sg+Gen

juristan	jurista+N+Ess

jurista	jurista+N+Sg+Nom

Jurista	jurista+N+Sg+Nom


jurdilmeahttun	jurdilmeahttun+A+Attr
jurdilmeahttun	jurdilmeahttun+A+Sg+Acc
jurdilmeahttun	jurdilmeahttun+A+Sg+Gen
jurdilmeahttun	jurdilmeahttun+A+Sg+Nom

jurdilkeahttá	jurdilit+V+TV+VAbess

jurdilit	jurdilit+V+TV+Inf
jurdilit	jurdilit+V+TV+Ind+Prt+Sg2
jurdilit	jurdilit+V+TV+Ind+Prs+Pl1
jurdilit	jurdilit+V+TV+Ind+Prs+Pl3

Jurdilin	jurdilit+V+TV+Ind+Prt+Sg1

jurdila	jurdilit+V+TV+Ind+Prs+Sg3



jurddašallat	jurddašallat+V+IV+Inf
jurddašallat	jurddašallat+V+IV+Ind+Prs+Pl1


jurddagovvidusat	jurddagovvidus+N+Pl+Nom

juovsso	juoksut+V+IV+Imprt+ConNeg
juovsso	juoksut+V+IV+Imprt+Sg2
juovsso	juoksut+V+IV+Ind+Prs+ConNeg


juovlakoarta	juovlakoarta+N+Sg+Nom


juovlaevangeliuma	juovlaevangelium+N+Sg+Acc
juovlaevangeliuma	juovlaevangelium+N+Sg+Gen

juovlabeahcefeasttas	juovlabeahcefeasta+N+Sg+Loc

juovlabeahcefeastta	juovlabeahcefeasta+N+Sg+Acc
juovlabeahcefeastta	juovlabeahcefeasta+N+Sg+Gen

juovlabeahcefeasta	juovlabeahcefeasta+N+Sg+Nom

juotna	juotna+N+Sg+Nom

juosgo	juosgo+CS

juos	juos+CS

juonalaččat	juonalaš+A+Pl+Nom
juonalaččat	juonalaš+A+Comp+Attr
juonalaččat	juonalaš+A+Comp+Sg+Nom

juonaiguin	juotna+N+Err/Orth+Pl+Com
juonaiguin	juotna+N+Pl+Com

juonaid	juotna+N+Err/Orth+Pl+Acc
juonaid	juotna+N+Err/Orth+Pl+Gen
juonaid	juotna+N+Pl+Acc
juonaid	juotna+N+Pl+Gen

Juološedje	juollut+V+IV+Cond+Prs+Err/Orth+Pl3

juolggat	juolgat+V+IV+Ind+Prs+Sg2


juolgenohtaid	juolgenohta+N+Pl+Acc
juolgenohtaid	juolgenohta+N+Pl+Gen


juoksut	juoksut+V+IV+Inf
juoksut	juoksut+V+IV+Imprt+Pl1
juoksut	juoksut+V+IV+Imprt+Pl2
juoksut	juoksut+V+IV+Ind+Prs+Pl1
juoksut	juoksat+V+IV+Imprt+Pl1



Juohkelágán	juohkelágan+v2+A+Attr
Juohkelágán	juohkelágan+v2+A+Sg+Nom
Juohkelágán	juohkelágan+v2+A+Sg+Acc
Juohkelágán	juohkelágan+v2+A+Sg+Gen+Err/Orth

juogusin	juogus+N+Ess

juogaman	juogamii+Pron+Indef+Sg+Acc
juogaman	juogamii+Pron+Indef+Sg+Gen

julmmuhis	julmmut+A+Sg+Loc
julmmuhis	julmmut+A+Attr

julkkii	julkit+V+IV+Ind+Prt+Sg3
julkkii	julkit+V+IV+Ind+Prt+Err/Orth+Sg3

julevsámit	julevsápmi+N+Pl+Nom

julevsámiid	julevsápmi+N+Err/Orth+Pl+Acc
julevsámiid	julevsápmi+N+Err/Orth+Pl+Gen
julevsámiid	julevsápmi+N+Pl+Acc
julevsámiid	julevsápmi+N+Pl+Gen

Julevsámegillii	julevsámegiella+N+Sg+Ill

julevsámegielat	julevsámegiella+N+Pl+Nom
julevsámegielat	julevsámegielat+A+Sg+Nom
julevsámegielat	julevsámegielat+A+Sg+Acc+Err/Orth
julevsámegielat	julevsámegielat+A+Sg+Gen+Err/Orth
julevsámegielat	julevsámegielat+A+Attr

julevsámegielas	julevsámegiella+N+Sg+Loc


juhkamuššii	juhkamuš+N+Sg+Ill

juhkamuša	juhkamuš+N+Sg+Acc
juhkamuša	juhkamuš+N+Sg+Gen

juhkaluvvan	juhkaluvvat+V+IV+PrfPrc
juhkaluvvan	juhkaluvvat+V+IV+Actio+Gen
juhkaluvvan	juhkaluvvat+V+IV+Actio+Nom
juhkaluvvan	juhkaluvvat+V+IV+Ind+Prt+ConNeg

Juguhisvuohta	juguhisvuohta+N+Sg+Nom

jua	jua+Interj

Jua	jua+Interj

jr	jr+N+ABBR

jovgon	jovgot+V+IV+PrfPrc
jovgon	jovgot+V+IV+Ind+Prs+Sg1
jovgon	jovgot+V+IV+Ind+Prt+ConNeg
jovgon	jovgot+V+IV+Actio+Gen
jovgon	jovgot+V+IV+Actio+Nom

jorret	jorrat+V+IV+Ind+Prs+Pl3
jorret	jorrat+V+IV+Ind+Prt+Sg2
jorret	jorrat+V+IV+Imprt+Pl2

jorre	jorrat+V+IV+Ind+Prs+Du1
jorre	jorrat+V+IV+Ind+Prt+Pl3



jorggáldat	jorggáldat+N+Sg+Nom

jorgalussan	jorgalus+N+Ess

jorgalusat	jorgalus+N+Pl+Nom



joreštedje	joreštit+V+IV+Ind+Prt+Pl3

joreštan	joreštit+V+IV+PrfPrc
joreštan	joreštit+V+IV+Ind+Prs+Sg1
joreštan	joreštit+V+IV+Actio+Gen
joreštan	joreštit+V+IV+Actio+Nom
joreštan	joreštit+V+IV+Ind+Prt+ConNeg

jorbodahkii	jorbodat+N+Sg+Ill

joraimet	jorrat+V+IV+Ind+Prt+Err/Orth+Pl1
joraimet	jorrat+V+IV+Ind+Prt+Pl1


jolgen	jolgat+V+IV+Ind+Prt+Sg1
jolgen	jolget+V+TV+PrfPrc
jolgen	jolget+V+TV+Ind+Prs+Sg1
jolgen	jolget+V+TV+Actio+Gen
jolgen	jolget+V+TV+Actio+Nom
jolgen	jolget+V+TV+Ind+Prt+ConNeg


johttima	johtin+Err/Orth+N+Sg+Acc
johttima	johtin+Err/Orth+N+Sg+Gen

johtočállosis	johtočálus+N+Sg+Loc

Johtočállosis	johtočálus+N+Sg+Loc

johtočállagat	johtočála+N+Pl+Nom

johtinláger	johtinláger+N+Sg+Acc+Err/Orth
johtinláger	johtinláger+N+Sg+Gen+Err/Orth
johtinláger	johtinláger+N+Sg+Nom

joggeskuovat	joggeskuovva+N+Pl+Nom


jođánabbot	jođán+A+Comp+Pl+Nom

jobbet	jobbet+V+IV+Inf
jobbet	jobbet+V+IV+Ind+Prs+Pl1
jobbet	jobbet+V+IV+Ind+Prs+Sg2

joavdelasvuohta	joavdelasvuohta+N+Sg+Nom

joavdelasttán	joavdelastit+V+IV+Ind+Prs+Sg1

joatkašuvve	joatkašuvvat+V+IV+Ind+Prs+Du1
joatkašuvve	joatkašuvvat+V+IV+Ind+Prt+Pl3

joatkašuvvat	joatkašuvvat+V+IV+Inf
joatkašuvvat	joatkašuvvat+V+IV+Ind+Prs+Pl1



jnr	jnr+N+ABBR+Attr
jnr	jnr+N+ABBR+Sg+Acc
jnr	jnr+N+ABBR+Sg+Gen
jnr	jnr+N+ABBR+Sg+Nom

Jnr	jnr+N+ABBR+Attr
Jnr	jnr+N+ABBR+Sg+Acc
Jnr	jnr+N+ABBR+Sg+Gen
Jnr	jnr+N+ABBR+Sg+Nom

JK2	JK2+N+ACR+Sg+Acc
JK2	JK2+N+ACR+Sg+Gen
JK2	JK2+N+ACR+Sg+Nom

jis	jis+CS

jirko	jirkut+V+TV+ConNegII
jirko	jirkut+V+TV+Ind+Prs+Du1
jirko	jirkut+V+TV+Ind+Prt+Pl3


jietnadagat	jietnadat+N+Pl+Nom

jietnadagain	jietnadat+N+Pl+Loc
jietnadagain	jietnadat+N+Sg+Com
jietnadagain	jietnadat+N+Err/Orth+Pl+Loc
jietnadagain	jietnadat+N+Err/Orth+Sg+Com

jietnadagaide	jietnadat+N+Pl+Ill
jietnadagaide	jietnadat+N+Err/Orth+Pl+Ill

jierrásit	jieris+A+Comp+Attr
jierrásit	jieris+A+Comp+Sg+Nom
jierrásit	jierrásit+Adv

jierrásat	jieris+A+Pl+Nom
jierrásat	jieris+A+Comp+Attr
jierrásat	jieris+A+Comp+Sg+Nom

jierpmaskas	jierpmaskas+A+Attr
jierpmaskas	jierpmaskas+A+Sg+Nom

jierisin	jieris+A+Ess

jierbmás	jierbmái+A+Attr
jierbmás	jierbmái+A+Sg+Loc

jierásnuvvan	jierásmuvvat+v2+V+IV+PrfPrc
jierásnuvvan	jierásmuvvat+v2+V+IV+Actio+Gen
jierásnuvvan	jierásmuvvat+v2+V+IV+Actio+Nom
jierásnuvvan	jierásmuvvat+v2+V+IV+Ind+Prt+ConNeg

jierásmin	jierásmuvvat+v3+V+IV+Ind+Prt+Sg1




Jiekŋagalbma	jiekŋagalmmas+A+Attr




jiehkkut	jiehkku+N+Pl+Nom

jidnii	jidnet+V+TV+Ind+Prt+Sg3
jidnii	jidnii+A+Sg+Ill
jidnii	jidnii+A+Sg+Nom

jergii	jearga+N+Sg+Ill

Jeret	jeret+N+Sg+Nom
Jeret	jeret+N+Sg+Acc+Err/Orth
Jeret	jeret+N+Sg+Gen+Err/Orth

jegolašvuohta	jegolašvuohta+N+Sg+Nom

Jegolaš	jegolaš+A+Attr
Jegolaš	jegolaš+A+Sg+Nom

Jeđđemis	jeđđet+V+TV+Actio+Loc

jeđđemiin	jeđđet+V+TV+Actio+Com

jeđđekeahtes	jeđđet+V+TV+VAbess+A+Attr

jeđđejedje	jeđđet+V+TV+Ind+Prt+Pl3

Jeđđehussan	jeđđehus+N+Ess

jeđđehusaid	jeđđehus+N+Pl+Acc
jeđđehusaid	jeđđehus+N+Pl+Gen
jeđđehusaid	jeđđehus+N+Err/Orth+Pl+Acc
jeđđehusaid	jeđđehus+N+Err/Orth+Pl+Gen

jeđđehus	jeđđehus+N+Sg+Nom

jeđđedii	jeđđedit+V+TV+Ind+Prt+Sg3

jeavddalaš	jeavddalaš+A+Attr
jeavddalaš	jeavddalaš+A+Sg+Nom

jearggaleabbon	jearggalaš+A+Comp+Ess
jearggaleabbon	jearggalaš+A+Comp+Err/Orth+Ess

jearggalaš	jearggalaš+A+Attr
jearggalaš	jearggalaš+A+Sg+Nom

jearggalaččat	jearggalaš+A+Pl+Nom
jearggalaččat	jearggalaš+A+Comp+Attr
jearggalaččat	jearggalaš+A+Comp+Sg+Nom

jeargga	jearga+N+Sg+Acc
jeargga	jearga+N+Sg+Gen

jearga	jearga+N+Sg+Nom



jeagohisvuohtan	jeagohisvuohta+N+Ess

jeagohisvuohta	jeagohisvuohta+N+Sg+Nom


jeagoheapmi	jeagoheapme+A+Sg+Nom+Err/Orth

JD	JD+N+ACR+Sg+Acc
JD	JD+N+ACR+Sg+Gen
JD	JD+N+ACR+Sg+Nom

jávohuvve	jávohuvvat+V+IV+Ind+Prs+Du1
jávohuvve	jávohuvvat+V+IV+Ind+Prt+Pl3

jávohuvvan	jávohuvvat+V+IV+PrfPrc
jávohuvvan	jávohuvvat+V+IV+Actio+Gen
jávohuvvan	jávohuvvat+V+IV+Actio+Nom
jávohuvvan	jávohuvvat+V+IV+Ind+Prt+ConNeg


jávohuvai	jávohuvvat+V+IV+Ind+Prt+Sg3
jávohuvai	jávohuvvat+V+IV+Ind+Prt+Err/Orth+Sg3

jávohuhtte	jávohuhttit+V+TV+Ind+Prs+Du1
jávohuhtte	jávohuhttit+V+TV+Ind+Prt+Pl3

jávohuhtii	jávohuhttit+V+TV+Ind+Prt+Sg3
jávohuhtii	jávohuhttit+V+TV+Ind+Prt+Err/Orth+Sg3

Jávohisvuohta	jávohisvuohta+N+Sg+Nom

jávohisvuođain	jávohisvuohta+N+Pl+Loc
jávohisvuođain	jávohisvuohta+N+Pl+Loc+Err/Orth
jávohisvuođain	jávohisvuohta+N+Sg+Com
jávohisvuođain	jávohisvuohta+N+Sg+Com+Err/Orth

Jávohis	jávoheapme+A+Attr

jávoheamit	jávoheapme+A+Pl+Nom

jávkosis	jávkkus+N+Sg+Loc
jávkosis	jávkkus+A+Sg+Loc
jávkosis	jávkosis+Adv

jávkkohahkii	jávkkohat+N+Sg+Ill
jávkkohahkii	jávkkohahkii+Adv

jávkkodan	jávkkodit+V+IV+PrfPrc
jávkkodan	jávkkodit+V+IV+Ind+Prs+Sg1
jávkkodan	jávkkodit+V+IV+Actio+Gen
jávkkodan	jávkkodit+V+IV+Actio+Nom
jávkkodan	jávkkodit+V+IV+Ind+Prt+ConNeg

jávkkihii	jávkkihit+V+IV+Ind+Prt+Sg3

jávkkihedje	jávkkihit+V+IV+Ind+Prt+Pl3

jávkkiheaddji	jávkkihit+V+IV+PrsPrc

jávkkehan	jávkkihit+Err/Orth+V+IV+PrfPrc
jávkkehan	jávkkihit+Err/Orth+V+IV+Ind+Prs+Sg1
jávkkehan	jávkkihit+Err/Orth+V+IV+Actio+Gen
jávkkehan	jávkkihit+Err/Orth+V+IV+Actio+Nom
jávkkehan	jávkkihit+Err/Orth+V+IV+Ind+Prt+ConNeg




játtai	jáddat+V+IV+Ind+Prt+Sg3
játtai	jáddat+V+IV+Ind+Prt+Err/Orth+Sg3

jaskkodii	jaskkodit+V+IV+Ind+Prt+Sg3

jaskkodahttá	jaskkodahttit+V+TV+Ind+Prs+Sg3

jaskkoda	jaskkodit+V+IV+Ind+Prs+Sg3

japput	jabbut+V+IV+Ind+Prs+Sg2

jámmat	jámmat+Adv

jálosmuvai	jálosmuvvat+v1+V+IV+Ind+Prt+Sg3
jálosmuvai	jálosmuvvat+v1+V+IV+Ind+Prt+Err/Orth+Sg3

jálos	jállu+A+Attr
jálos	jálosmuvvat+v3+V+IV+Imprt+ConNeg
jálos	jálosmuvvat+v3+V+IV+Imprt+Sg2
jálos	jálosmuvvat+v3+V+IV+Ind+Prs+ConNeg



jalgadasa	jalgadas+N+Sg+Acc
jalgadasa	jalgadas+N+Sg+Gen


jahttit	jahtat+V+TV+Imprt+Pl2

Jáhkovuotnalaš	jáhkovuotnalaš+N+Sg+Nom

jahkodahkii	jahkodat+N+Sg+Ill


jáhkestuvvan	jáhkestuvvat+V+TV+PrfPrc
jáhkestuvvan	jáhkestuvvat+V+TV+Actio+Gen
jáhkestuvvan	jáhkestuvvat+V+TV+Actio+Nom
jáhkestuvvan	jáhkestuvvat+V+TV+Ind+Prt+ConNeg

jáhkemeahttun	jáhkkemeahttun+Err/Orth+A+Attr
jáhkemeahttun	jáhkkemeahttun+Err/Orth+A+Sg+Acc
jáhkemeahttun	jáhkkemeahttun+Err/Orth+A+Sg+Gen
jáhkemeahttun	jáhkkemeahttun+Err/Orth+A+Sg+Nom

jahkeduhátmolsuma	jahkeduhátmolsun+N+Sg+Acc
jahkeduhátmolsuma	jahkeduhátmolsun+N+Sg+Gen

jahkeduháhiid	jahkeduhát+N+Pl+Acc
jahkeduháhiid	jahkeduhát+N+Pl+Gen


jahkečuohtemolsumis	jahkečuohtemolsun+N+Sg+Loc

Jahkečuohtemolsumis	jahkečuohtemolsun+N+Sg+Loc


Jahkečuođimolsumii	jahkečuođimolsun+N+Sg+Ill


jahkečuođi	jahkečuohti+N+Sg+Acc
jahkečuođi	jahkečuohti+N+Sg+Gen

Jahkečuođi	jahkečuohti+N+Sg+Acc
Jahkečuođi	jahkečuohti+N+Sg+Gen



jahkebealoahpuid	jahkebealoahppu+N+Err/Orth+Pl+Acc
jahkebealoahpuid	jahkebealoahppu+N+Err/Orth+Pl+Gen
jahkebealoahpuid	jahkebealoahppu+N+Pl+Acc
jahkebealoahpuid	jahkebealoahppu+N+Pl+Gen

jágejedje	jáget+V+TV+Ind+Prt+Pl3


jáffoseahkat	jáffoseahkka+N+Pl+Nom

jáffoseahkain	jáffoseahkka+N+Err/Orth+Pl+Loc
jáffoseahkain	jáffoseahkka+N+Err/Orth+Sg+Com
jáffoseahkain	jáffoseahkka+N+Pl+Loc
jáffoseahkain	jáffoseahkka+N+Sg+Com

jáffoseahkaid	jáffoseahkka+N+Err/Orth+Pl+Acc
jáffoseahkaid	jáffoseahkka+N+Err/Orth+Pl+Gen
jáffoseahkaid	jáffoseahkka+N+Pl+Acc
jáffoseahkaid	jáffoseahkka+N+Pl+Gen

jáfforádjosa	jáfforájus+N+Sg+Acc
jáfforádjosa	jáfforájus+N+Sg+Gen


jađgot	jađgodit+V+IV+Imprt+ConNeg
jađgot	jađgodit+V+IV+Imprt+Sg2
jađgot	jađgodit+V+IV+Ind+Prs+ConNeg
jađgot	jađgohit+V+TV+Imprt+ConNeg
jađgot	jađgohit+V+TV+Imprt+Sg2
jađgot	jađgohit+V+TV+Ind+Prs+ConNeg
jađgot	jađgot+V+IV+Ind+Prs+Pl1
jađgot	jađgot+V+IV+Ind+Prs+Sg2
jađgot	jađgot+V+IV+Inf

jáddan	jáddat+V+IV+PrfPrc
jáddan	jáddat+V+IV+Actio+Gen
jáddan	jáddat+V+IV+Actio+Nom
jáddan	jáddat+V+IV+Ind+Prt+ConNeg

ivttii	iktit+V+TV+Ind+Prt+Sg3
ivttii	iktit+V+TV+Ind+Prt+Err/Orth+Sg3

ivdniimet	ivdnet+V+TV+Ind+Prt+Pl1


ivdnemis	ivdnet+V+TV+Actio+Loc


itálialaš	itálialaš+A+Sg+Nom
itálialaš	itálialaš+A+Attr

italialaš	italialaš+N+Sg+Nom

italialaččaid	italialaš+N+Pl+Acc
italialaččaid	italialaš+N+Pl+Gen
italialaččaid	italialaš+N+Err/Orth+Pl+Acc
italialaččaid	italialaš+N+Err/Orth+Pl+Gen

issorassan	issoras+A+Ess


isoleremis	isoleret+V+TV+Actio+Loc


isolerejedje	isoleret+V+TV+Ind+Prt+Pl3

isolere	isoleret+V+TV+VGen
isolere	isoleret+V+TV+Imprt+ConNeg
isolere	isoleret+V+TV+Imprt+Sg2
isolere	isoleret+V+TV+Ind+Prs+ConNeg
isolere	isoleret+V+TV+Ind+Prs+Sg3

iskosis	iskkus+N+Sg+Loc


iskandihti	iskan dihte+Err/Orth+Adv


ipmirmeahttunvuohta	ipmirmeahttunvuohta+N+Sg+Nom



ipmirdahttit	ipmirdahtti+A+Pl+Nom

ipmirdahttin	ipmirdahtti+A+Sg+Loc+South+Err/Orth
ipmirdahttin	ipmirdahtti+A+Ess

ipmirdahtti	ipmirdahtti+A+Attr
ipmirdahtti	ipmirdahtti+A+Sg+Acc
ipmirdahtti	ipmirdahtti+A+Sg+Gen
ipmirdahtti	ipmirdahtti+A+Sg+Nom

ipmilmeahttun	ipmilmeahttun+A+Attr
ipmilmeahttun	ipmilmeahttun+A+Sg+Acc
ipmilmeahttun	ipmilmeahttun+A+Sg+Gen
ipmilmeahttun	ipmilmeahttun+A+Sg+Nom

investeret	investeret+V+TV+Inf
investeret	investeret+V+TV+Ind+Prs+Pl1
investeret	investeret+V+TV+Ind+Prs+Sg2

inuihttagiella	inuihttagiella+N+Sg+Nom

inuihta	inuihtta+N+Sg+Acc
inuihta	inuihtta+N+Sg+Gen




Internašunála	internationála+Err/Orth+A+Attr
Internašunála	internationála+Err/Orth+A+Sg+Acc
Internašunála	internationála+Err/Orth+A+Sg+Gen
Internašunála	internationála+Err/Orth+A+Sg+Nom

internáhttalovttain	internáhtalokta+v2+N+Err/Orth+Pl+Loc
internáhttalovttain	internáhtalokta+v2+N+Err/Orth+Sg+Com
internáhttalovttain	internáhtalokta+v2+N+Pl+Loc
internáhttalovttain	internáhtalokta+v2+N+Sg+Com








intensiivvalaš	intensiivvalaš+A+Attr
intensiivvalaš	intensiivvalaš+A+Sg+Nom

intensiivakurssa	intensiivakursa+v1+N+Sg+Acc
intensiivakurssa	intensiivakursa+v1+N+Sg+Gen

intellektuála	intellektuála+A+Attr
intellektuála	intellektuála+A+Sg+Acc
intellektuála	intellektuála+A+Sg+Gen
intellektuála	intellektuála+A+Sg+Nom

integreremis	integreret+V+TV+Actio+Loc




installeret	installeret+V+TV+Inf
installeret	installeret+V+TV+Ind+Prs+Pl1
installeret	installeret+V+TV+Ind+Prs+Sg2

inspektevrii	inspektevra+N+Sg+Ill

Inspektevran	inspektevra+N+Ess


industrialiseren	industrialiseret+V+TV+PrfPrc
industrialiseren	industrialiseret+V+TV+Ind+Prs+Sg1
industrialiseren	industrialiseret+V+TV+Actio+Gen
industrialiseren	industrialiseret+V+TV+Actio+Nom
industrialiseren	industrialiseret+V+TV+Ind+Prt+ConNeg

indiána	indiána+N+Sg+Nom
indiána	indiána+N+Sg+Acc
indiána	indiána+N+Sg+Gen

indialaš	indialaš+N+Sg+Nom

ind	ind+N+ABBR+Attr
ind	ind+N+ABBR+Sg+Acc
ind	ind+N+ABBR+Sg+Gen
ind	ind+N+ABBR+Sg+Nom

impulssaiguin	impulsa+N+Err/Orth+Pl+Com
impulssaiguin	impulsa+N+Pl+Com

ilosmuvve	ilosmuvvat+v1+V+IV+Ind+Prs+Du1
ilosmuvve	ilosmuvvat+v1+V+IV+Ind+Prt+Pl3

ilosmin	ilosmuvvat+v3+V+IV+Ind+Prt+Sg1


ilmma	ilbmat+V+IV+VGen
ilmma	ilbmat+V+IV+Imprt+ConNeg
ilmma	ilbmat+V+IV+Imprt+Sg2
ilmma	ilbmat+V+IV+Ind+Prs+ConNeg

illušuvdna	illušuvdna+N+Sg+Nom

illos	illosit+V+IV+Imprt+ConNeg
illos	illosit+V+IV+Imprt+Sg2
illos	illosit+V+IV+Ind+Prs+ConNeg

ilgat	ilgat+A+Sg+Nom
ilgat	ilgat+A+Sg+Acc+Err/Orth
ilgat	ilgat+A+Sg+Gen+Err/Orth

ilbmá	ilbmat+V+IV+Ind+Prs+Sg3
ilbmá	ilbmat+Err/Orth+V+IV+ConNegII
ilbmá	ilbmat+Err/Orth+V+IV+PrsPrc
ilbmá	ilbmat+Err/Orth+V+IV+Imprt+Du1
ilbmá	ilbmat+Err/Orth+V+IV+Imprt+Du2
ilbmá	ilbmat+Err/Orth+V+IV+Ind+Prt+Pl3
ilbmá	ilbmat+Err/Orth+V+IV+Ind+Prs+Du1
ilbmá	ilbmat+Err/Orth+V+IV+Ind+Prs+Sg3

iktán	iktit+V+TV+PrfPrc
iktán	iktit+V+TV+Ind+Prt+ConNeg

ijatbeaivvi	ijatbeaivvi+Adv

ijatbeaivái	ijatbeaivái+Adv

ihttá	ihttá+A+Attr

ihtimis	ihtin+N+Sg+Loc
ihtimis	ihtit+V+IV+Actio+Loc



ihtá	ihtit+V+IV+Ind+Prs+Sg3
ihtá	ihtá+A+Attr

ihkinassii	ihkinassii+Adv

ihcalis	ihcalis+Adv

ihána	ihána+Adv

iežaslágan	iežaslágan+v1+A+Attr
iežaslágan	iežaslágan+v1+A+Sg+Nom
iežaslágan	iežaslágan+v1+A+Sg+Acc
iežaslágan	iežaslágan+v1+A+Sg+Gen+Err/Orth

iežáláganat	iežálágan+v1+A+Pl+Nom

iežáhuvai	iežáhuvvat+V+IV+Ind+Prt+Sg3
iežáhuvai	iežáhuvvat+V+IV+Ind+Prt+Err/Orth+Sg3

iežáhusaid	iežáhus+N+Pl+Acc
iežáhusaid	iežáhus+N+Pl+Gen
iežáhusaid	iežáhus+N+Err/Orth+Pl+Acc
iežáhusaid	iežáhus+N+Err/Orth+Pl+Gen


iešválddálaš	iešválddálaš+A+Attr
iešválddálaš	iešválddálaš+A+Sg+Nom



iešstivrejupmi	iešstivrejupmi+N+Sg+Nom

iešlágiid	iešláhki+N+Err/Orth+Pl+Acc
iešlágiid	iešláhki+N+Err/Orth+Pl+Gen
iešlágiid	iešláhki+N+Pl+Acc
iešlágiid	iešláhki+N+Pl+Gen

iešguđetgeláhkái	iešguđege láhkai+Err/Orth+Adv

iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Attr
iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Sg+Nom
iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Sg+Acc
iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Sg+Gen+Err/Orth

Iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Attr
Iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Sg+Nom
Iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Sg+Acc
Iešguđetgelágán	iešguđegelágan+Err/Orth+v2+A+Sg+Gen+Err/Orth

iešgáhttendoaibma	iešgáhttendoaibma+N+Sg+Nom



iešdiđolašvuođa	iešdiđolašvuohta+N+Sg+Acc
iešdiđolašvuođa	iešdiđolašvuohta+N+Sg+Gen

iešdáhtos	iešdáhtos+Adv

iešdáhtolaččat	iešdáhtolaš+A+Pl+Nom
iešdáhtolaččat	iešdáhtolaš+A+Comp+Attr
iešdáhtolaččat	iešdáhtolaš+A+Comp+Sg+Nom

iešbirgejeaddji	iešbirgejeaddji+A+Attr
iešbirgejeaddji	iešbirgejeaddji+A+Sg+Acc
iešbirgejeaddji	iešbirgejeaddji+A+Sg+Gen
iešbirgejeaddji	iešbirgejeaddji+A+Sg+Nom

iešárvui	iešárvu+N+Sg+Ill

iešalddán	iešalddán+Adv

idjafávttat	idjafákta+N+Pl+Nom

idjafákta	idjafákta+N+Sg+Nom

Idjabuollašiid	idjabuolaš+N+Pl+Acc
Idjabuollašiid	idjabuolaš+N+Pl+Gen


Iđitborramii	iđitborran+N+Sg+Ill



identiteahttadovddu	identitehtadovdu+v2+N+Sg+Acc
identiteahttadovddu	identitehtadovdu+v2+N+Sg+Gen



idéaid	idéa+N+Pl+Acc
idéaid	idéa+N+Pl+Gen
idéaid	idéa+Err/Orth+N+Pl+Acc
idéaid	idéa+Err/Orth+N+Pl+Gen
idéaid	idéa+Err/Orth+N+Err/Orth+Pl+Acc
idéaid	idéa+Err/Orth+N+Err/Orth+Pl+Gen

iđđesija	iđđesidja+N+Sg+Acc
iđđesija	iđđesidja+N+Sg+Gen

Iđđesbeaivvi	iđđesbeaivi+N+Sg+Acc
Iđđesbeaivvi	iđđesbeaivi+N+Sg+Gen

iđđesbeaivváš	iđđesbeaivváš+N+Sg+Nom
iđđesbeaivváš	iđđesbeaivváš+N+Sg+Acc+Err/Orth
iđđesbeaivváš	iđđesbeaivváš+N+Sg+Gen+Err/Orth


Iđđedis	iđđedis+Adv

iđa	iđa+N+Sg+Nom

IAHP	IAHP+N+ACR+Sg+Acc
IAHP	IAHP+N+ACR+Sg+Gen
IAHP	IAHP+N+ACR+Sg+Nom


Härkönen	Härkönen+N+Prop+Sem/Sur+Attr
Härkönen	Härkönen+N+Prop+Sem/Sur+Sg+Acc
Härkönen	Härkönen+N+Prop+Sem/Sur+Sg+Nom

hypotesan	hypotesa+N+Sg+Loc+South+Err/Orth
hypotesan	hypotesa+N+Ess

Hyltenstam	Hyltenstam+N+Prop+Sem/Sur+Attr
Hyltenstam	Hyltenstam+N+Prop+Sem/Sur+Sg+Acc
